ID_Transacao;Data;Cliente;Produto_Servico;Categoria;Quantidade;Valor_Unitario;Custo_Unitario;Qtd_Parcelas;Canal_Venda;Status
PRG-202504-061;10/04/2025;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;2;890,00;229,84;3;E-commerce;Cancelado
PRG-202504-062;04/04/2025;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;5;1250,00;371,23;12;Parceiros B2B;Pago
PRG-202504-063;16/04/2025;Nova Era Digital;PragmaAnalytics Enterprise;Software;1;1250,00;384,06;1;Parceiros B2B;Pago
PRG-202504-064;28/04/2025;Nova Era Digital;PragmaAnalytics Enterprise;Software;4;1250,00;425,17;6;Parceiros B2B;Pago
PRG-202504-065;05/04/2025;Nova Era Digital;PragmaAnalytics Enterprise;Software;2;1250,00;407,14;6;E-commerce;Pago
PRG-202504-066;05/04/2025;Indústrias Alfa Ltda;PragmaCloud Pro;Software;3;450,00;146,05;2;Parceiros B2B;Pago
PRG-202504-067;20/04/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;4;890,00;235,22;1;Venda Direta;Pago
PRG-202504-068;17/04/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;2;400,00;114,23;6;Parceiros B2B;Pago
PRG-202504-069;25/04/2025;Logística Express Brasil;Consultoria de Processos TI;Serviço;2;3200,00;1375,22;3;Venda Direta;Pago
PRG-202504-070;25/04/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;4;890,00;269,67;12;Parceiros B2B;Pago
PRG-202504-071;14/04/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;5;890,00;242,58;1;Parceiros B2B;Pago
PRG-202504-072;24/04/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1308,39;1;Venda Direta;Pendente
PRG-202504-073;18/04/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;1;400,00;127,46;3;E-commerce;Pago
PRG-202504-074;11/04/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;1;890,00;239,96;1;Venda Direta;Pago
PRG-202504-075;14/04/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1528,56;12;E-commerce;Pendente
PRG-202504-076;18/04/2025;Tech Soluções Globais;PragmaSecurity Gateway;Software;2;890,00;232,16;1;Venda Direta;Pago
PRG-202504-077;29/04/2025;Logística Express Brasil;PragmaCloud Pro;Software;5;450,00;153,01;12;Venda Direta;Pendente
PRG-202504-078;04/04/2025;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;424,55;12;Parceiros B2B;Pago
PRG-202504-079;23/04/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,00;1518,38;12;Parceiros B2B;Cancelado
PRG-202504-080;10/04/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;3;890,00;230,08;1;Venda Direta;Pago
PRG-202504-081;25/04/2025;Logística Express Brasil;PragmaAnalytics Enterprise;Software;4;1250,00;394,23;3;Venda Direta;Pago
PRG-202504-082;22/04/2025;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;3;1250,00;362,07;12;Venda Direta;Pago
PRG-202504-083;15/04/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;5;890,00;252,88;6;E-commerce;Pago
PRG-202504-084;20/04/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;390,67;6;E-commerce;Pago
PRG-202504-085;17/04/2025;Tech Soluções Globais;PragmaCloud Pro;Software;4;450,00;152,75;2;Venda Direta;Pago
PRG-202504-086;30/04/2025;Nova Era Digital;Consultoria de Processos TI;Serviço;1;3200,00;1329,12;12;E-commerce;Pendente
PRG-202504-087;03/04/2025;Nova Era Digital;PragmaAnalytics Enterprise;Software;5;1250,00;431,92;6;Venda Direta;Pago
PRG-202504-088;01/04/2025;Meta Metais;Suporte Técnico Premium;Serviço;2;400,00;127,26;12;Venda Direta;Pago
PRG-202504-089;14/04/2025;Tech Soluções Globais;PragmaSecurity Gateway;Software;1;890,00;263,55;6;E-commerce;Pago
PRG-202504-090;18/04/2025;Banco Inova S.A.;PragmaCloud Pro;Software;1;450,00;148,89;2;E-commerce;Pago
PRG-202504-091;26/04/2025;Banco Inova S.A.;PragmaCloud Pro;Software;1;450,00;141,67;3;E-commerce;Pago
PRG-202504-092;07/04/2025;Banco Inova S.A.;PragmaSecurity Gateway;Software;4;890,00;267,32;6;E-commerce;Pago
PRG-202504-093;16/04/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,00;1394,04;1;Venda Direta;Pago
PRG-202504-094;17/04/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1397,53;2;E-commerce;Pago
PRG-202504-095;27/04/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1450,91;2;Parceiros B2B;Pago
PRG-202504-096;16/04/2025;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;1;1250,00;425,51;12;Parceiros B2B;Pago
PRG-202504-097;02/04/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;1;890,00;258,91;12;E-commerce;Pago
PRG-202504-098;29/04/2025;Banco Inova S.A.;PragmaSecurity Gateway;Software;2;890,00;249,91;12;Venda Direta;Pago
PRG-202504-099;21/04/2025;Nova Era Digital;PragmaSecurity Gateway;Software;2;890,00;254,95;2;E-commerce;Pago
PRG-202504-100;06/04/2025;Construtora Horizonte;PragmaCloud Pro;Software;4;450,00;163,26;3;E-commerce;Pago
PRG-202504-101;16/04/2025;Meta Metais;PragmaCloud Pro;Software;2;450,00;143,40;12;Venda Direta;Pago
PRG-202504-102;29/04/2025;Rede de Farmácias Viva;Suporte Técnico Premium;Serviço;2;400,00;119,29;3;Venda Direta;Cancelado
PRG-202504-103;23/04/2025;Meta Metais;PragmaSecurity Gateway;Software;1;890,00;272,14;2;Venda Direta;Pago
PRG-202504-104;03/04/2025;Logística Express Brasil;Suporte Técnico Premium;Serviço;1;400,00;128,67;3;Parceiros B2B;Pago
PRG-202504-105;18/04/2025;Tech Soluções Globais;PragmaCloud Pro;Software;3;450,00;154,29;3;E-commerce;Pago
PRG-202504-106;12/04/2025;Tech Soluções Globais;PragmaSecurity Gateway;Software;5;890,00;231,92;12;E-commerce;Cancelado
PRG-202504-107;11/04/2025;Meta Metais;PragmaCloud Pro;Software;5;450,00;135,45;12;Parceiros B2B;Pago
PRG-202504-108;14/04/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;420,25;1;E-commerce;Pago
PRG-202504-109;19/04/2025;Logística Express Brasil;PragmaAnalytics Enterprise;Software;4;1250,00;371,72;3;Parceiros B2B;Pendente
PRG-202504-110;01/04/2025;Meta Metais;Consultoria de Processos TI;Serviço;1;3200,00;1438,13;12;Venda Direta;Pago
PRG-202504-111;10/04/2025;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;2;3200,00;1338,20;1;E-commerce;Pago
PRG-202504-112;08/04/2025;Indústrias Alfa Ltda;PragmaCloud Pro;Software;5;450,00;163,48;3;Parceiros B2B;Pago
PRG-202504-113;22/04/2025;Logística Express Brasil;PragmaCloud Pro;Software;4;450,00;156,56;3;Parceiros B2B;Pago
PRG-202504-114;15/04/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;115,77;3;E-commerce;Pago
PRG-202504-115;20/04/2025;Tech Soluções Globais;Suporte Técnico Premium;Serviço;1;400,00;129,08;6;Parceiros B2B;Pendente
PRG-202504-116;06/04/2025;Construtora Horizonte;PragmaCloud Pro;Software;1;450,00;160,85;3;Parceiros B2B;Pago
PRG-202504-117;22/04/2025;Banco Inova S.A.;PragmaSecurity Gateway;Software;1;890,00;271,16;2;Venda Direta;Pago
PRG-202504-118;17/04/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;415,73;2;Venda Direta;Pendente
PRG-202504-119;28/04/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;2;400,00;113,57;6;E-commerce;Pago
PRG-202504-120;17/04/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;3;890,00;266,38;12;E-commerce;Pago
PRG-202504-121;04/04/2025;Rede de Farmácias Viva;PragmaAnalytics Enterprise;Software;5;1250,00;421,98;1;E-commerce;Cancelado
PRG-202504-122;26/04/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;420,88;6;Parceiros B2B;Pago
PRG-202504-123;27/04/2025;Nova Era Digital;Consultoria de Processos TI;Serviço;1;3200,00;1506,61;12;Venda Direta;Pendente
PRG-202504-124;13/04/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;378,03;12;Parceiros B2B;Pendente
PRG-202504-125;25/04/2025;Tech Soluções Globais;PragmaSecurity Gateway;Software;3;890,00;255,76;6;Venda Direta;Pago
PRG-202505-001;09/05/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1357,74;3;E-commerce;Pago
PRG-202505-002;18/05/2025;Construtora Horizonte;PragmaCloud Pro;Software;3;450,00;136,35;3;Venda Direta;Pendente
PRG-202505-003;15/05/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;2;400,00;125,67;6;Venda Direta;Pago
PRG-202505-004;28/05/2025;Indústrias Alfa Ltda;PragmaCloud Pro;Software;3;450,00;140,24;2;E-commerce;Pago
PRG-202505-005;29/05/2025;Nova Era Digital;PragmaCloud Pro;Software;1;450,00;150,77;6;Parceiros B2B;Pendente
PRG-202505-006;04/05/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;2;3200,00;1403,33;1;Parceiros B2B;Pago
PRG-202505-007;03/05/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;130,45;2;E-commerce;Pendente
PRG-202505-008;22/05/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;117,22;1;Venda Direta;Pendente
PRG-202505-009;26/05/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;391,82;12;E-commerce;Pago
PRG-202505-010;05/05/2025;Logística Express Brasil;PragmaAnalytics Enterprise;Software;5;1250,00;360,60;12;E-commerce;Pago
PRG-202505-011;11/05/2025;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;2;890,00;268,47;2;E-commerce;Pago
PRG-202505-012;20/05/2025;Construtora Horizonte;PragmaCloud Pro;Software;5;450,00;147,52;1;Parceiros B2B;Pago
PRG-202505-013;02/05/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1387,85;6;E-commerce;Pago
PRG-202505-014;26/05/2025;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;1;1250,00;403,31;1;Venda Direta;Pago
PRG-202505-015;15/05/2025;Meta Metais;PragmaAnalytics Enterprise;Software;5;1250,00;360,17;3;E-commerce;Pago
PRG-202505-016;24/05/2025;Construtora Horizonte;Consultoria de Processos TI;Serviço;1;3200,00;1424,01;12;Venda Direta;Pago
PRG-202505-017;26/05/2025;Meta Metais;Suporte Técnico Premium;Serviço;1;400,00;118,95;12;E-commerce;Cancelado
PRG-202505-018;17/05/2025;Logística Express Brasil;PragmaAnalytics Enterprise;Software;3;1250,00;393,70;1;E-commerce;Pago
PRG-202505-019;13/05/2025;Nova Era Digital;PragmaSecurity Gateway;Software;2;890,00;271,56;2;E-commerce;Pendente
PRG-202505-020;18/05/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1428,59;12;E-commerce;Pendente
PRG-202505-021;24/05/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1405,85;12;E-commerce;Pago
PRG-202505-022;28/05/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;1;400,00;117,96;6;E-commerce;Pago
PRG-202505-023;01/05/2025;Nova Era Digital;Consultoria de Processos TI;Serviço;1;3200,00;1384,72;12;E-commerce;Pago
PRG-202505-024;24/05/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;1;890,00;261,38;3;Parceiros B2B;Pago
PRG-202505-025;17/05/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;122,59;2;Venda Direta;Pago
PRG-202505-026;21/05/2025;Meta Metais;PragmaCloud Pro;Software;2;450,00;135,70;1;E-commerce;Pago
PRG-202505-027;19/05/2025;Logística Express Brasil;PragmaAnalytics Enterprise;Software;4;1250,00;360,54;2;Parceiros B2B;Pago
PRG-202505-028;12/05/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;5;890,00;262,89;6;Venda Direta;Pago
PRG-202505-029;25/05/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;1;400,00;113,23;12;Venda Direta;Pago
PRG-202505-030;22/05/2025;Rede de Farmácias Viva;PragmaCloud Pro;Software;2;450,00;137,89;2;Parceiros B2B;Pago
PRG-202505-031;03/05/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;4;1250,00;403,20;2;E-commerce;Pago
PRG-202505-032;17/05/2025;Construtora Horizonte;PragmaSecurity Gateway;Software;3;890,00;245,33;12;E-commerce;Pago
PRG-202505-033;18/05/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;2;890,00;269,96;2;E-commerce;Pago
PRG-202505-034;30/05/2025;Banco Inova S.A.;PragmaCloud Pro;Software;3;450,00;157,41;2;Venda Direta;Pago
PRG-202505-035;25/05/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,00;1285,95;12;Parceiros B2B;Pago
PRG-202505-036;29/05/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1376,89;6;Venda Direta;Pago
PRG-202505-037;11/05/2025;Varejo Total S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1272,83;2;Parceiros B2B;Pago
PRG-202505-038;24/05/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;373,04;6;Parceiros B2B;Cancelado
PRG-202505-039;21/05/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1504,14;3;Venda Direta;Pendente
PRG-202505-040;09/05/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;1;890,00;260,23;2;Parceiros B2B;Pendente
PRG-202505-041;22/05/2025;Nova Era Digital;PragmaCloud Pro;Software;5;450,00;163,03;6;E-commerce;Pago
PRG-202505-042;30/05/2025;Nova Era Digital;Suporte Técnico Premium;Serviço;2;400,00;125,22;6;Parceiros B2B;Pago
PRG-202505-043;07/05/2025;Varejo Total S.A.;PragmaCloud Pro;Software;2;450,00;161,38;2;Parceiros B2B;Pago
PRG-202505-044;24/05/2025;Banco Inova S.A.;PragmaCloud Pro;Software;1;450,00;154,87;12;E-commerce;Pago
PRG-202505-045;06/05/2025;Indústrias Alfa Ltda;PragmaCloud Pro;Software;3;450,00;158,05;2;Parceiros B2B;Pago
PRG-202505-046;27/05/2025;Nova Era Digital;PragmaSecurity Gateway;Software;3;890,00;256,77;1;Parceiros B2B;Pendente
PRG-202505-047;28/05/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1314,39;1;Parceiros B2B;Pago
PRG-202505-048;30/05/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;119,42;12;Venda Direta;Pago
PRG-202505-049;09/05/2025;Global Alimentos S.A.;PragmaCloud Pro;Software;4;450,00;148,26;2;Parceiros B2B;Pago
PRG-202505-050;18/05/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;1;3200,00;1337,09;6;Venda Direta;Pago
PRG-202505-051;19/05/2025;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;1;1250,00;360,68;1;Parceiros B2B;Pago
PRG-202505-052;28/05/2025;Logística Express Brasil;PragmaCloud Pro;Software;4;450,00;163,37;2;Parceiros B2B;Pago
PRG-202505-053;11/05/2025;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;3;890,00;257,92;12;Parceiros B2B;Pago
PRG-202505-054;21/05/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1471,20;12;E-commerce;Pendente
PRG-202505-055;31/05/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;370,66;3;E-commerce;Pendente
PRG-202505-056;10/05/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;1;890,00;266,24;12;E-commerce;Pendente
PRG-202505-057;06/05/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1447,74;12;E-commerce;Pago
PRG-202505-058;21/05/2025;Tech Soluções Globais;PragmaCloud Pro;Software;4;450,00;158,70;1;Venda Direta;Pago
PRG-202505-059;04/05/2025;Construtora Horizonte;PragmaSecurity Gateway;Software;3;890,00;238,02;3;E-commerce;Pendente
PRG-202505-060;09/05/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;3;890,00;230,94;12;E-commerce;Pago
PRG-202505-061;18/05/2025;Nova Era Digital;Consultoria de Processos TI;Serviço;2;3200,00;1447,64;12;Venda Direta;Pago
PRG-202505-062;23/05/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;2;400,00;124,28;1;Venda Direta;Pago
PRG-202505-063;17/05/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;2;400,00;119,39;1;Parceiros B2B;Pago
PRG-202505-064;27/05/2025;Nova Era Digital;Consultoria de Processos TI;Serviço;2;3200,00;1345,36;6;E-commerce;Pago
PRG-202505-065;25/05/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;3;890,00;239,65;2;Venda Direta;Pago
PRG-202505-066;10/05/2025;Meta Metais;PragmaCloud Pro;Software;5;450,00;160,17;2;Venda Direta;Pago
PRG-202505-067;02/05/2025;Banco Inova S.A.;PragmaCloud Pro;Software;3;450,00;143,39;1;E-commerce;Pago
PRG-202505-068;22/05/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;2;890,00;268,91;2;E-commerce;Pendente
PRG-202505-069;01/05/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;411,30;12;E-commerce;Pago
PRG-202505-070;08/05/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1267,05;2;E-commerce;Pago
PRG-202505-071;16/05/2025;Rede de Farmácias Viva;PragmaCloud Pro;Software;3;450,00;140,91;1;E-commerce;Pendente
PRG-202505-072;22/05/2025;Tech Soluções Globais;Suporte Técnico Premium;Serviço;2;400,00;120,67;2;Parceiros B2B;Pago
PRG-202505-073;25/05/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1379,20;1;Venda Direta;Pago
PRG-202505-074;01/05/2025;Rede de Farmácias Viva;PragmaAnalytics Enterprise;Software;5;1250,00;431,27;12;Parceiros B2B;Pendente
PRG-202505-075;20/05/2025;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;2;1250,00;433,34;1;E-commerce;Pendente
PRG-202505-076;21/05/2025;Meta Metais;PragmaAnalytics Enterprise;Software;4;1250,00;404,21;3;E-commerce;Pago
PRG-202505-077;06/05/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,00;1499,69;1;E-commerce;Pago
PRG-202505-078;22/05/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;4;890,00;243,88;3;Venda Direta;Pendente
PRG-202505-079;03/05/2025;Logística Express Brasil;PragmaCloud Pro;Software;5;450,00;141,40;1;Parceiros B2B;Pago
PRG-202505-080;21/05/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;4;1250,00;412,51;12;E-commerce;Pago
PRG-202505-081;22/05/2025;Meta Metais;PragmaAnalytics Enterprise;Software;1;1250,00;364,60;12;E-commerce;Pago
PRG-202505-082;06/05/2025;Meta Metais;Consultoria de Processos TI;Serviço;1;3200,00;1268,58;6;E-commerce;Pago
PRG-202505-083;23/05/2025;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;4;1250,00;421,24;2;E-commerce;Pago
PRG-202505-084;16/05/2025;Meta Metais;PragmaAnalytics Enterprise;Software;2;1250,00;423,53;3;Parceiros B2B;Pago
PRG-202505-085;16/05/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;380,34;3;Parceiros B2B;Pago
PRG-202505-086;26/05/2025;Nova Era Digital;PragmaAnalytics Enterprise;Software;3;1250,00;391,92;3;E-commerce;Pago
PRG-202505-087;21/05/2025;Nova Era Digital;Suporte Técnico Premium;Serviço;1;400,00;124,07;3;Parceiros B2B;Pago
PRG-202505-088;15/05/2025;Banco Inova S.A.;PragmaSecurity Gateway;Software;1;890,00;229,32;6;Parceiros B2B;Pago
PRG-202505-089;21/05/2025;Logística Express Brasil;Consultoria de Processos TI;Serviço;2;3200,00;1535,42;12;E-commerce;Pago
PRG-202505-090;16/05/2025;Global Alimentos S.A.;PragmaCloud Pro;Software;1;450,00;141,74;3;Parceiros B2B;Pago
PRG-202505-091;02/05/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;404,43;12;E-commerce;Pago
PRG-202505-092;26/05/2025;Nova Era Digital;Consultoria de Processos TI;Serviço;1;3200,00;1418,63;1;Parceiros B2B;Pendente
PRG-202505-093;02/05/2025;Varejo Total S.A.;PragmaCloud Pro;Software;2;450,00;153,97;2;Venda Direta;Pago
PRG-202505-094;12/05/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;1;1250,00;420,17;6;E-commerce;Pago
PRG-202505-095;18/05/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;3;1250,00;406,55;6;E-commerce;Pago
PRG-202505-096;18/05/2025;Indústrias Alfa Ltda;PragmaCloud Pro;Software;5;450,00;148,26;12;Parceiros B2B;Pago
PRG-202505-097;20/05/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;109,58;2;E-commerce;Pendente
PRG-202505-098;19/05/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;2;400,00;117,38;2;E-commerce;Pago
PRG-202505-099;28/05/2025;Meta Metais;Suporte Técnico Premium;Serviço;2;400,00;117,92;2;E-commerce;Pago
PRG-202505-100;21/05/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;4;890,00;233,61;2;Venda Direta;Pago
PRG-202505-101;22/05/2025;Varejo Total S.A.;PragmaCloud Pro;Software;3;450,00;155,05;12;Venda Direta;Pago
PRG-202505-102;26/05/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;1;400,00;131,47;12;E-commerce;Pago
PRG-202505-103;07/05/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;3;890,00;274,63;2;E-commerce;Pago
PRG-202505-104;20/05/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;3;890,00;227,64;6;Venda Direta;Pago
PRG-202505-105;03/05/2025;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;3;1250,00;434,82;12;E-commerce;Pago
PRG-202505-106;12/05/2025;Nova Era Digital;PragmaSecurity Gateway;Software;2;890,00;266,75;1;Parceiros B2B;Pago
PRG-202505-107;03/05/2025;Meta Metais;PragmaSecurity Gateway;Software;3;890,00;245,14;1;E-commerce;Pago
PRG-202505-108;24/05/2025;Logística Express Brasil;PragmaAnalytics Enterprise;Software;4;1250,00;389,76;6;Venda Direta;Pago
PRG-202505-109;16/05/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;2;890,00;230,97;12;Venda Direta;Pendente
PRG-202505-110;31/05/2025;Global Alimentos S.A.;PragmaCloud Pro;Software;4;450,00;142,25;6;E-commerce;Pago
PRG-202505-111;06/05/2025;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;2;3200,00;1328,14;2;Venda Direta;Pago
PRG-202505-112;24/05/2025;Banco Inova S.A.;PragmaCloud Pro;Software;3;450,00;144,98;3;Venda Direta;Pago
PRG-202505-113;20/05/2025;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;384,64;6;Parceiros B2B;Pago
PRG-202505-114;30/05/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;128,64;12;E-commerce;Pago
PRG-202505-115;22/05/2025;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,00;131,33;12;Parceiros B2B;Pago
PRG-202505-116;28/05/2025;Rede de Farmácias Viva;PragmaAnalytics Enterprise;Software;5;1250,00;427,76;3;Venda Direta;Pago
PRG-202505-117;03/05/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;1;400,00;130,75;12;Parceiros B2B;Pendente
PRG-202505-118;19/05/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;120,42;12;Parceiros B2B;Pago
PRG-202505-119;11/05/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;2;400,00;129,49;6;Venda Direta;Pago
PRG-202505-120;06/05/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1364,26;3;Venda Direta;Pago
PRG-202505-121;18/05/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;2;400,00;129,32;2;Venda Direta;Cancelado
PRG-202505-122;24/05/2025;Banco Inova S.A.;PragmaCloud Pro;Software;1;450,00;139,68;1;Venda Direta;Pago
PRG-202505-123;30/05/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1485,96;6;Parceiros B2B;Pago
PRG-202505-124;11/05/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1372,57;2;E-commerce;Pago
PRG-202505-125;24/05/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;113,25;6;Venda Direta;Pago
PRG-202505-126;12/05/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;378,11;2;Parceiros B2B;Pago
PRG-202505-127;10/05/2025;Meta Metais;PragmaCloud Pro;Software;4;450,00;154,03;6;Parceiros B2B;Pago
PRG-202505-128;14/05/2025;Meta Metais;Suporte Técnico Premium;Serviço;1;400,00;117,58;6;Venda Direta;Pago
PRG-202505-129;31/05/2025;Global Alimentos S.A.;PragmaCloud Pro;Software;1;450,00;143,85;1;Venda Direta;Pago
PRG-202505-130;29/05/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;2;400,00;109,17;1;Venda Direta;Pago
PRG-202505-131;09/05/2025;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;2;1250,00;420,87;6;Venda Direta;Pago
PRG-202505-132;15/05/2025;Varejo Total S.A.;PragmaCloud Pro;Software;3;450,00;143,44;6;Venda Direta;Pago
PRG-202505-133;17/05/2025;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;2;1250,00;419,58;6;Parceiros B2B;Pago
PRG-202505-134;16/05/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;120,90;1;E-commerce;Pago
PRG-202505-135;13/05/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,00;1266,48;2;Parceiros B2B;Pago
PRG-202505-136;06/05/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;4;890,00;258,58;6;Parceiros B2B;Pago
PRG-202505-137;10/05/2025;Varejo Total S.A.;PragmaCloud Pro;Software;5;450,00;145,43;2;Venda Direta;Pago
PRG-202505-138;06/05/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;1;1250,00;433,88;3;E-commerce;Pago
PRG-202505-139;15/05/2025;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,00;1402,21;2;Parceiros B2B;Cancelado
PRG-202505-140;17/05/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;131,47;3;Parceiros B2B;Pago
PRG-202506-001;05/06/2025;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;5;1250,00;436,92;6;Parceiros B2B;Pago
